second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg,label
122.0,71,111,37,0.17961165,0.17961165,0.19960886,0.19960886,0.19701385498046875,2812,0.168747,0.168747,0,0,37,0,1
122.0,85,117,27,0.13106796,0.23300971,0.11042916,0.12156793,0.1089935302734375,2619,0.15716514,0.2794047,27,0,0,0,1
122.0,114,74,13,0.0631068,0.0631068,0.078025475,0.078025475,0.0770111083984375,988,0.059289485,0.059289485,0,0,13,0,1
122.0,101,98,12,0.058252428,0.058252428,0.02734834,0.02734834,0.0269927978515625,912,0.054728758,0.054728758,0,0,12,0,1
122.0,107,62,5,0.024271844,0.024271844,0.0040504606,0.0040504606,0.003997802734375,380,0.02280365,0.02280365,0,0,5,0,1
122.0,60,65,4,0.019417476,0.019417476,0.026335724,0.026335724,0.02599334716796875,304,0.018242918,0.018242918,0,0,4,0,1
123.0,107,62,34,0.14468086,0.14468086,0.06876963,0.06876963,0.07000732421875,2584,0.14434141,0.14434141,0,0,34,0,1
123.0,60,65,30,0.12765957,0.12765957,0.20432283,0.20432283,0.20800018310546875,2280,0.12736008,0.12736008,0,0,30,0,1
123.0,71,111,1,0.004255319,0.004255319,0.0,0.0,0.0,76,0.0042453357,0.0042453357,0,0,1,0,1
123.0,101,98,13,0.05531915,0.05531915,0.006872466,0.006872466,0.00699615478515625,988,0.055189364,0.055189364,0,0,13,0,1
123.0,114,74,25,0.10638298,0.10638298,0.1709273,0.1709273,0.17400360107421875,1900,0.106133394,0.106133394,0,0,25,0,1
123.0,85,117,2,0.14468086,0.008510638,0.15224348,0.0029453426,0.00299835205078125,194,0.14668752,0.010836778,2,0,0,0,1
123.0,85,61,32,0.14468086,0.13617021,0.15224348,0.14929815,0.15198516845703125,2432,0.14668752,0.13585074,0,0,32,0,1
123.0,100,57,32,0.13617021,0.13617021,0.07564959,0.07564959,0.0770111083984375,2432,0.13585074,0.13585074,0,0,32,0,1
123.0,61,51,19,0.08085106,0.08085106,0.028486634,0.028486634,0.02899932861328125,1444,0.08066138,0.08066138,0,0,19,0,1
123.0,59,54,4,0.017021276,0.017021276,0.0029528372,0.0029528372,0.0030059814453125,304,0.016981343,0.016981343,0,0,4,0,1
123.0,98,103,15,0.06382979,0.06382979,0.030442702,0.030442702,0.0309906005859375,1140,0.06368004,0.06368004,0,0,15,0,1
123.0,86,109,13,0.05531915,0.05531915,0.15715988,0.15715988,0.1599884033203125,988,0.055189364,0.055189364,0,0,13,0,1
123.0,109,99,13,0.05531915,0.05531915,0.07564959,0.07564959,0.0770111083984375,988,0.055189364,0.055189364,0,0,13,0,1
123.0,84,78,2,0.008510638,0.008510638,0.026523072,0.026523072,0.02700042724609375,152,0.008490671,0.008490671,0,0,2,0,1
124.0,98,103,9,0.03557312,0.03557312,0.02423668,0.02423668,0.02399444580078125,684,0.03557312,0.03557312,0,0,9,0,1
124.0,85,61,6,0.023715414,0.08695652,0.0050477027,0.08282857,0.00499725341796875,456,0.023715414,0.08695652,0,0,6,0,1
124.0,86,109,25,0.09881423,0.09881423,0.14142045,0.14142045,0.14000701904296875,1900,0.09881423,0.09881423,0,0,25,0,1
124.0,61,51,19,0.07509881,0.07509881,0.049498312,0.049498312,0.04900360107421875,1444,0.07509881,0.07509881,0,0,19,0,1
124.0,100,57,6,0.023715414,0.023715414,0.02423668,0.02423668,0.02399444580078125,456,0.023715414,0.023715414,0,0,6,0,1
124.0,109,99,25,0.09881423,0.09881423,0.039402906,0.039402906,0.03900909423828125,1900,0.09881423,0.09881423,0,0,25,0,1
124.0,84,78,36,0.14229248,0.14229248,0.21616498,0.21616498,0.2140045166015625,2736,0.14229248,0.14229248,0,0,36,0,1
124.0,53,64,37,0.14624506,0.14624506,0.040397033,0.040397033,0.0399932861328125,2812,0.14624506,0.14624506,0,0,37,0,1
124.0,56,54,22,0.08695652,0.08695652,0.1404109,0.1404109,0.139007568359375,1672,0.08695652,0.08695652,0,0,22,0,1
124.0,88,98,37,0.14624506,0.14624506,0.13030009,0.13030009,0.128997802734375,2812,0.14624506,0.14624506,0,0,37,0,1
124.0,69,61,16,0.06324111,0.08695652,0.07778086,0.08282857,0.07700347900390625,1216,0.06324111,0.08695652,0,0,16,0,1
124.0,73,100,15,0.05928854,0.05928854,0.11110341,0.11110341,0.10999298095703125,1140,0.05928854,0.05928854,0,0,15,0,1
125.0,69,61,22,0.14012739,0.14012739,0.099008925,0.099008925,0.09999847412109375,1672,0.12534672,0.12534672,0,0,22,0,1
125.0,53,64,1,0.006369427,0.006369427,0.0,0.0,0.0,76,0.0056975787,0.0056975787,0,0,1,0,1
125.0,73,100,22,0.14012739,0.14012739,0.15346497,0.15346497,0.154998779296875,1672,0.12534672,0.12534672,0,0,22,0,1
125.0,75,117,29,0.18471338,0.42675158,0.38513544,0.46533516,0.38898468017578125,2813,0.21088538,0.48721793,29,0,0,0,1
125.0,116,56,35,0.22292994,0.22292994,0.21387349,0.21387349,0.21601104736328125,2660,0.19941525,0.19941525,0,0,35,0,1
125.0,63,117,27,0.17197452,0.42675158,0.07227569,0.46533516,0.072998046875,2619,0.19634156,0.48721793,27,0,0,0,1
125.0,47,117,11,0.070063695,0.42675158,0.007924038,0.46533516,0.00800323486328125,1067,0.079991005,0.48721793,11,0,0,0,1
125.0,83,54,5,0.031847134,0.031847134,0.06633832,0.06633832,0.0670013427734375,380,0.028487893,0.028487893,0,0,5,0,1
125.0,97,109,5,0.031847134,0.031847134,0.001979121,0.001979121,0.0019989013671875,380,0.028487893,0.028487893,0,0,5,0,1
126.0,83,54,33,0.12692308,0.12692308,0.10987972,0.10987972,0.10900115966796875,2508,0.12389468,0.12389468,0,0,33,0,1
126.0,116,56,3,0.011538462,0.011538462,0.0020150125,0.0020150125,0.0019989013671875,228,0.011263153,0.011263153,0,0,3,0,1
126.0,97,109,33,0.12692308,0.12692308,0.08367686,0.08367686,0.0830078125,2508,0.12389468,0.12389468,0,0,33,0,1
126.0,47,117,21,0.08076923,0.08846154,0.13205254,0.13407525,0.1309967041015625,2037,0.10062738,0.11021094,21,0,0,0,1
126.0,107,62,38,0.14615385,0.14615385,0.21472959,0.21472959,0.2130126953125,2888,0.14266661,0.14266661,0,0,38,0,1
126.0,63,117,2,0.15,0.08846154,0.19655602,0.13407525,0.00200653076171875,194,0.14849578,0.11021094,2,0,0,0,1
126.0,63,79,37,0.15,0.1423077,0.19655602,0.19453332,0.1929779052734375,2812,0.14849578,0.13891222,0,0,37,0,1
126.0,57,112,35,0.13461539,0.13461539,0.023188027,0.023188027,0.02300262451171875,2660,0.13140345,0.13140345,0,0,35,0,1
126.0,80,100,28,0.10769231,0.10769231,0.06350366,0.06350366,0.06299591064453125,2128,0.10512276,0.10512276,0,0,28,0,1
126.0,69,61,27,0.103846155,0.103846155,0.15322556,0.15322556,0.15200042724609375,2052,0.101368375,0.101368375,0,0,27,0,1
126.0,58,85,2,0.0076923077,0.0076923077,0.0010075063,0.0010075063,0.00099945068359375,152,0.0075087682,0.0075087682,0,0,2,0,1
126.0,53,64,1,0.0038461538,0.0038461538,0.020165509,0.020165509,0.0200042724609375,76,0.0037543841,0.0037543841,0,0,1,0,1
127.0,63,79,1,0.005076142,0.11167513,0.0030134108,0.11759203,0.00299835205078125,76,0.005076142,0.11167513,0,0,1,0,1
127.0,58,85,36,0.18274112,0.18274112,0.22111382,0.22111382,0.22000885009765625,2736,0.18274112,0.18274112,0,0,36,0,1
127.0,57,112,3,0.015228426,0.015228426,0.0020089406,0.0020089406,0.0019989013671875,228,0.015228426,0.015228426,0,0,3,0,1
127.0,80,100,29,0.14720812,0.14720812,0.17788325,0.17788325,0.17699432373046875,2204,0.14720812,0.14720812,0,0,29,0,1
127.0,69,61,11,0.055837564,0.055837564,0.004017881,0.004017881,0.003997802734375,836,0.055837564,0.055837564,0,0,11,0,1
127.0,53,64,37,0.18781726,0.18781726,0.19496691,0.19496691,0.19399261474609375,2812,0.18781726,0.18781726,0,0,37,0,1
127.0,60,65,31,0.1573604,0.1573604,0.20904483,0.20904483,0.20800018310546875,2356,0.1573604,0.1573604,0,0,31,0,1
127.0,71,111,28,0.14213198,0.14213198,0.073372334,0.073372334,0.07300567626953125,2128,0.14213198,0.14213198,0,0,28,0,1
127.0,109,79,21,0.10659899,0.11167513,0.11457862,0.11759203,0.11400604248046875,1596,0.10659899,0.11167513,0,0,21,0,1
128.0,71,111,10,0.04366812,0.04366812,0.002987407,0.002987407,0.0029754638671875,760,0.04366812,0.04366812,0,0,10,0,1
128.0,60,65,7,0.12663755,0.030567685,0.16467506,0.08033827,0.08001708984375,532,0.12663755,0.030567685,0,0,7,0,1
128.0,80,100,19,0.082969435,0.082969435,0.07728958,0.07728958,0.0769805908203125,1444,0.082969435,0.082969435,0,0,19,0,1
128.0,109,79,17,0.2139738,0.074235804,0.09136869,0.029123388,0.0290069580078125,1292,0.2139738,0.074235804,0,0,17,0,1
128.0,84,78,6,0.026200874,0.026200874,0.003018047,0.003018047,0.0030059814453125,456,0.026200874,0.026200874,0,0,6,0,1
128.0,95,92,36,0.15720524,0.15720524,0.0763091,0.0763091,0.0760040283203125,2736,0.15720524,0.15720524,0,0,36,0,1
128.0,109,99,32,0.2139738,0.139738,0.09136869,0.062245306,0.0619964599609375,2432,0.2139738,0.139738,0,0,32,0,1
128.0,61,51,14,0.06113537,0.06113537,0.32930416,0.32930416,0.3279876708984375,1064,0.06113537,0.06113537,0,0,14,0,1
128.0,88,98,8,0.0349345,0.13537118,0.004029169,0.08436744,0.0040130615234375,608,0.0349345,0.13537118,0,0,8,0,1
128.0,110,98,23,0.10043668,0.13537118,0.08033827,0.08436744,0.08001708984375,1748,0.10043668,0.13537118,0,0,23,0,1
128.0,60,75,22,0.12663755,0.09606987,0.16467506,0.084336795,0.0839996337890625,1672,0.12663755,0.09606987,0,0,22,0,1
128.0,51,47,12,0.052401748,0.052401748,0.008027699,0.008027699,0.00799560546875,912,0.052401748,0.052401748,0,0,12,0,1
128.0,56,54,12,0.052401748,0.052401748,0.07431749,0.07431749,0.0740203857421875,912,0.052401748,0.052401748,0,0,12,0,1
128.0,114,74,11,0.048034936,0.048034936,0.08833533,0.08833533,0.087982177734375,836,0.048034936,0.048034936,0,0,11,0,1
129.0,109,99,6,0.03846154,0.03846154,0.14327882,0.14327882,0.139984130859375,456,0.03846154,0.03846154,0,0,6,0,1
129.0,51,47,26,0.16666667,0.16666667,0.039888177,0.039888177,0.038970947265625,1976,0.16666667,0.16666667,0,0,26,0,1
129.0,60,75,16,0.102564104,0.102564104,0.051179934,0.051179934,0.0500030517578125,1216,0.102564104,0.102564104,0,0,16,0,1
129.0,114,74,27,0.17307693,0.17307693,0.062409222,0.062409222,0.06097412109375,2052,0.17307693,0.17307693,0,0,27,0,1
129.0,56,54,26,0.16666667,0.16666667,0.10754502,0.10754502,0.105072021484375,1976,0.16666667,0.16666667,0,0,26,0,1
129.0,110,98,22,0.14102565,0.14102565,0.10949726,0.10949726,0.1069793701171875,1672,0.14102565,0.14102565,0,0,22,0,1
129.0,68,85,20,0.12820514,0.12820514,0.42788425,0.42788425,0.4180450439453125,1520,0.12820514,0.12820514,0,0,20,0,1
129.0,113,79,12,0.07692308,0.07692308,0.057286542,0.057286542,0.05596923828125,912,0.07692308,0.07692308,0,0,12,0,1
129.0,98,103,1,0.0064102565,0.0064102565,0.0010307829,0.0010307829,0.001007080078125,76,0.0064102565,0.0064102565,0,0,1,0,1
130.0,98,103,37,0.13818182,0.13454546,0.027188657,0.027188657,0.02691650390625,2812,0.13559322,0.13202497,0,0,37,0,1
130.0,113,79,26,0.094545454,0.094545454,0.013193588,0.013193588,0.0130615234375,1976,0.09277431,0.09277431,0,0,26,0,1
130.0,110,98,31,0.11272727,0.11272727,0.43030208,0.43030208,0.425994873046875,2356,0.11061552,0.11061552,0,0,31,0,1
130.0,68,85,18,0.11636364,0.06545454,0.04955302,0.04348027,0.0430450439453125,1368,0.12798724,0.06422837,0,0,18,0,1
130.0,61,91,38,0.13818182,0.13818182,0.20604192,0.20604192,0.2039794921875,2888,0.13559322,0.13559322,0,0,38,0,1
130.0,80,100,30,0.10909091,0.16,0.110080145,0.11410296,0.108978271484375,2280,0.10704728,0.15700267,0,0,30,0,1
130.0,97,109,29,0.10545454,0.10545454,0.06869605,0.06869605,0.0680084228515625,2204,0.103479035,0.103479035,0,0,29,0,1
130.0,53,64,27,0.09818182,0.09818182,0.064673245,0.064673245,0.06402587890625,2052,0.09634255,0.09634255,0,0,27,0,1
130.0,68,117,14,0.11636364,0.06909091,0.04955302,0.029284833,0.006011962890625,1358,0.12798724,0.08652988,14,0,0,0,1
130.0,74,100,14,0.05090909,0.16,0.0040228115,0.11410296,0.0039825439453125,1064,0.049955398,0.15700267,0,0,14,0,1
130.0,89,117,5,0.018181818,0.06909091,0.023212085,0.029284833,0.022979736328125,485,0.022771021,0.08652988,5,0,0,0,1
130.0,52,49,5,0.018181818,0.018181818,0.003036375,0.003036375,0.0030059814453125,380,0.017841212,0.017841212,0,0,5,0,1
130.0,98,112,1,0.13818182,0.0036363637,0.027188657,0.0,0.0,76,0.13559322,0.0035682425,0,0,1,0,1
131.0,53,64,11,0.04680851,0.04680851,0.11504576,0.11504576,0.11297607421875,836,0.044756144,0.044756144,0,0,11,0,1
131.0,98,112,7,0.029787235,0.029787235,0.006153177,0.006153177,0.00604248046875,532,0.028481182,0.028481182,0,0,7,0,1
131.0,97,109,9,0.038297873,0.114893615,0.029491741,0.15271066,0.028961181640625,684,0.03661866,0.10985599,0,0,9,0,1
131.0,52,49,33,0.14042553,0.14042553,0.06821325,0.06821325,0.066986083984375,2508,0.13426843,0.13426843,0,0,33,0,1
131.0,74,100,23,0.09787234,0.1319149,0.10392032,0.15075283,0.10205078125,1748,0.09358103,0.12613095,0,0,23,0,1
131.0,80,100,8,0.034042552,0.1319149,0.046832513,0.15075283,0.045989990234375,608,0.03254992,0.12613095,0,0,8,0,1
131.0,68,117,15,0.076595746,0.16595745,0.033640474,0.11507684,0.031036376953125,1455,0.09010118,0.2025269,15,0,0,0,1
131.0,89,117,24,0.10212766,0.16595745,0.08347189,0.11507684,0.08197021484375,2328,0.12463194,0.2025269,24,0,0,0,1
131.0,61,51,36,0.15319149,0.15319149,0.20569634,0.20569634,0.201995849609375,2736,0.14647464,0.14647464,0,0,36,0,1
131.0,103,65,34,0.14468086,0.14468086,0.13137653,0.13137653,0.1290130615234375,2584,0.13833717,0.13833717,0,0,34,0,1
131.0,86,109,18,0.076595746,0.114893615,0.12321892,0.15271066,0.121002197265625,1368,0.07323732,0.10985599,0,0,18,0,1
131.0,116,56,14,0.05957447,0.05957447,0.052939076,0.052939076,0.0519866943359375,1064,0.056962363,0.056962363,0,0,14,0,1
131.0,68,69,3,0.076595746,0.012765957,0.033640474,0.0020355205,0.0019989013671875,228,0.09010118,0.012206221,0,0,3,0,1
132.0,68,69,11,0.04347826,0.04347826,0.024953507,0.024953507,0.0249786376953125,836,0.04300854,0.04300854,0,0,11,0,1
132.0,61,51,3,0.011857707,0.011857707,0.0030182006,0.0030182006,0.003021240234375,228,0.011729602,0.011729602,0,0,3,0,1
132.0,116,56,24,0.09486166,0.09486166,0.23278254,0.23278254,0.2330169677734375,1824,0.093836814,0.093836814,0,0,24,0,1
132.0,86,109,20,0.07905138,0.07905138,0.09789336,0.09789336,0.097991943359375,1520,0.078197345,0.078197345,0,0,20,0,1
132.0,103,65,4,0.015810277,0.015810277,0.043946832,0.043946832,0.0439910888671875,304,0.015639469,0.015639469,0,0,4,0,1
132.0,113,79,38,0.15019763,0.15019763,0.05995244,0.05995244,0.0600128173828125,2888,0.14857496,0.14857496,0,0,38,0,1
132.0,57,112,38,0.15019763,0.2964427,0.10988994,0.21279839,0.1100006103515625,2888,0.14857496,0.29324004,0,0,38,0,1
132.0,71,112,37,0.14624506,0.2964427,0.10290845,0.21279839,0.1030120849609375,2812,0.14466509,0.29324004,0,0,37,0,1
132.0,69,61,31,0.12252964,0.12252964,0.14385232,0.14385232,0.1439971923828125,2356,0.12120589,0.12120589,0,0,31,0,1
132.0,58,85,25,0.09881423,0.09881423,0.013978233,0.013978233,0.0139923095703125,1900,0.097746685,0.097746685,0,0,25,0,1
132.0,56,54,12,0.04743083,0.04743083,0.029999085,0.029999085,0.030029296875,912,0.046918407,0.046918407,0,0,12,0,1
132.0,54,117,10,0.03952569,0.03952569,0.1368251,0.1368251,0.136962890625,970,0.049902253,0.049902253,10,0,0,0,1
133.0,58,85,14,0.072164945,0.072164945,0.029760823,0.029760823,0.029998779296875,1064,0.06745705,0.06745705,0,0,14,0,1
133.0,71,112,2,0.010309278,0.010309278,0.0029821375,0.0029821375,0.0030059814453125,152,0.009636721,0.009636721,0,0,2,0,1
133.0,60,65,38,0.19587629,0.19587629,0.29468665,0.29468665,0.2970428466796875,2888,0.1830977,0.1830977,0,0,38,0,1
133.0,69,61,7,0.036082473,0.036082473,0.032712687,0.032712687,0.0329742431640625,532,0.033728525,0.033728525,0,0,7,0,1
133.0,54,117,16,0.17525773,0.2525773,0.27871633,0.15768997,0.0999603271484375,1552,0.18512648,0.30133772,16,0,0,0,1
133.0,92,117,27,0.13917525,0.2525773,0.05255828,0.15768997,0.052978515625,2619,0.16604324,0.30133772,27,0,0,0,1
133.0,61,91,24,0.12371134,0.12371134,0.19450499,0.19450499,0.1960601806640625,1824,0.115640655,0.115640655,0,0,24,0,1
133.0,97,109,21,0.10824742,0.10824742,0.029760823,0.029760823,0.029998779296875,1596,0.10118557,0.10118557,0,0,21,0,1
133.0,68,69,19,0.09793814,0.09793814,0.07636996,0.07636996,0.0769805908203125,1444,0.09154885,0.09154885,0,0,19,0,1
133.0,54,105,18,0.17525773,0.0927835,0.27871633,0.17954889,0.1809844970703125,1368,0.18512648,0.08673049,0,0,18,0,1
133.0,48,117,6,0.030927835,0.2525773,0.005964275,0.15768997,0.006011962890625,582,0.036898497,0.30133772,6,0,0,0,1
133.0,78,58,2,0.010309278,0.010309278,0.0019830456,0.0019830456,0.0019989013671875,152,0.009636721,0.009636721,0,0,2,0,1
134.0,61,91,14,0.06726457,0.06278027,0.050463747,0.050463747,0.054046630859375,1064,0.06524352,0.06089395,0,0,14,0,1
134.0,48,117,23,0.12556054,0.11210762,0.09897562,0.097109236,0.102996826171875,2231,0.14943054,0.13878556,23,0,0,0,1
134.0,78,58,36,0.16143498,0.16143498,0.10827907,0.10827907,0.115966796875,2736,0.15658444,0.15658444,0,0,36,0,1
134.0,97,109,17,0.076233186,0.076233186,0.19701093,0.19701093,0.21099853515625,1292,0.073942654,0.073942654,0,0,17,0,1
134.0,92,117,2,0.00896861,0.11210762,0.0009403183,0.097109236,0.001007080078125,194,0.011102844,0.13878556,2,0,0,0,1
134.0,54,105,20,0.089686096,0.089686096,0.14942512,0.14942512,0.1600341796875,1520,0.086991355,0.086991355,0,0,20,0,1
134.0,79,65,31,0.13901345,0.13901345,0.24929832,0.24929832,0.266998291015625,2356,0.1348366,0.1348366,0,0,31,0,1
134.0,98,103,28,0.12556054,0.12556054,0.082149625,0.082149625,0.087982177734375,2128,0.1217879,0.1217879,0,0,28,0,1
134.0,95,92,27,0.12107623,0.12107623,0.054139536,0.054139536,0.0579833984375,2052,0.11743833,0.11743833,0,0,27,0,1
134.0,71,112,19,0.08520179,0.08520179,0.0093177,0.0093177,0.009979248046875,1444,0.08264179,0.08264179,0,0,19,0,1
134.0,61,51,1,0.06726457,0.004484305,0.050463747,0.0,0.0,76,0.06524352,0.004349568,0,0,1,0,1
134.0,48,100,5,0.12556054,0.022421524,0.09897562,0.0028067075,0.0030059814453125,380,0.14943054,0.021747839,0,0,5,0,1
135.0,95,92,11,0.049773756,0.049773756,0.07849388,0.07849388,0.0740203857421875,836,0.04879757,0.04879757,0,0,11,0,1
135.0,48,100,11,0.049773756,0.049773756,0.0052911765,0.0052911765,0.0049896240234375,836,0.04879757,0.04879757,0,0,11,0,1
135.0,71,112,19,0.16289593,0.08597285,0.04766913,0.034967072,0.0329742431640625,1444,0.15970114,0.08428671,0,0,19,0,1
135.0,98,103,10,0.04524887,0.04524887,0.0042232326,0.0042232326,0.0039825439453125,760,0.044361427,0.044361427,0,0,10,0,1
135.0,79,65,7,0.03167421,0.03167421,0.08061358,0.08061358,0.076019287109375,532,0.031053001,0.031053001,0,0,7,0,1
135.0,100,57,36,0.16289593,0.16289593,0.12726331,0.12726331,0.1200103759765625,2736,0.15970114,0.15970114,0,0,36,0,1
135.0,109,79,28,0.12669684,0.12669684,0.05833239,0.05833239,0.0550079345703125,2128,0.124212004,0.124212004,0,0,28,0,1
135.0,59,54,21,0.095022626,0.095022626,0.03394767,0.03394767,0.032012939453125,1596,0.093159,0.093159,0,0,21,0,1
135.0,99,49,19,0.08597285,0.08597285,0.012718241,0.012718241,0.011993408203125,1444,0.08428671,0.08428671,0,0,19,0,1
135.0,116,56,18,0.08144797,0.08144797,0.31177488,0.31177488,0.29400634765625,1368,0.07985057,0.07985057,0,0,18,0,1
135.0,71,111,17,0.16289593,0.07692308,0.04766913,0.01270206,0.0119781494140625,1292,0.15970114,0.07541443,0,0,17,0,1
135.0,84,117,8,0.036199097,0.07239819,0.20357276,0.2088963,0.1919708251953125,776,0.045295354,0.09059071,8,0,0,0,1
135.0,81,117,8,0.036199097,0.07239819,0.0053235386,0.2088963,0.0050201416015625,776,0.045295354,0.09059071,8,0,0,0,1
135.0,68,69,8,0.036199097,0.036199097,0.0307762,0.0307762,0.029022216796875,608,0.035489142,0.035489142,0,0,8,0,1
136.0,71,111,21,0.10606061,0.10606061,0.17432918,0.17432918,0.173980712890625,1596,0.101256184,0.101256184,0,0,21,0,1
136.0,109,79,3,0.015151516,0.015151516,0.002002905,0.002002905,0.0019989013671875,228,0.014465169,0.014465169,0,0,3,0,1
136.0,59,54,17,0.08585858,0.08585858,0.057136305,0.057136305,0.0570220947265625,1292,0.08196929,0.08196929,0,0,17,0,1
136.0,99,49,19,0.0959596,0.0959596,0.14128889,0.14128889,0.1410064697265625,1444,0.09161274,0.09161274,0,0,19,0,1
136.0,100,57,2,0.01010101,0.01010101,0.0020181944,0.0020181944,0.00201416015625,152,0.009643447,0.009643447,0,0,2,0,1
136.0,116,56,16,0.08080808,0.08080808,0.03605229,0.03605229,0.035980224609375,1216,0.07714757,0.07714757,0,0,16,0,1
136.0,84,117,13,0.065656565,0.17171717,0.0049996176,0.03911016,0.0049896240234375,1261,0.08000254,0.20923741,13,0,0,0,1
136.0,81,117,21,0.10606061,0.17171717,0.034110542,0.03911016,0.0340423583984375,2037,0.12923487,0.20923741,21,0,0,0,1
136.0,68,69,26,0.1919192,0.13131313,0.23443162,0.22840762,0.2279510498046875,1976,0.18322548,0.1253648,0,0,26,0,1
136.0,103,65,21,0.10606061,0.10606061,0.14231327,0.14231327,0.14202880859375,1596,0.101256184,0.101256184,0,0,21,0,1
136.0,114,74,14,0.07070707,0.07070707,0.099197306,0.099197306,0.0989990234375,1064,0.06750412,0.06750412,0,0,14,0,1
136.0,68,85,12,0.1919192,0.060606062,0.23443162,0.0060240044,0.006011962890625,912,0.18322548,0.057860676,0,0,12,0,1
136.0,61,51,11,0.055555556,0.055555556,0.04907882,0.04907882,0.048980712890625,836,0.053038955,0.053038955,0,0,11,0,1
136.0,73,100,2,0.01010101,0.01010101,0.023041053,0.023041053,0.0229949951171875,152,0.009643447,0.009643447,0,0,2,0,1
137.0,114,74,24,0.17061612,0.11374407,0.19737853,0.07152955,0.0710296630859375,1824,0.18344794,0.11198428,0,0,24,0,1
137.0,68,85,26,0.123222746,0.123222746,0.17824765,0.17824765,0.177001953125,1976,0.12131631,0.12131631,0,0,26,0,1
137.0,61,51,27,0.1800948,0.12796208,0.22662036,0.17323826,0.172027587890625,2052,0.17730846,0.12598231,0,0,27,0,1
137.0,103,65,17,0.08056872,0.16113745,0.08256246,0.118826635,0.0819854736328125,1292,0.079322204,0.15864441,0,0,17,0,1
137.0,73,100,36,0.17061612,0.17061612,0.172178,0.172178,0.1709747314453125,2736,0.16797642,0.16797642,0,0,36,0,1
137.0,51,47,5,0.023696683,0.023696683,0.025185162,0.025185162,0.0250091552734375,380,0.023330059,0.023330059,0,0,5,0,1
137.0,69,61,18,0.08530806,0.08530806,0.03523464,0.03523464,0.0349884033203125,1368,0.08398821,0.08398821,0,0,18,0,1
137.0,113,79,18,0.08530806,0.08530806,0.04632902,0.04632902,0.0460052490234375,1368,0.08398821,0.08398821,0,0,18,0,1
137.0,79,65,17,0.08056872,0.16113745,0.036264174,0.118826635,0.0360107421875,1292,0.079322204,0.15864441,0,0,17,0,1
137.0,114,117,12,0.17061612,0.056872036,0.19737853,0.12584898,0.124969482421875,1164,0.18344794,0.07146365,12,0,0,0,1
137.0,61,91,11,0.1800948,0.0521327,0.22662036,0.053382095,0.053009033203125,836,0.17730846,0.05132613,0,0,11,0,1
138.0,61,91,27,0.1291866,0.1291866,0.23261471,0.23261471,0.2349395751953125,2052,0.1185305,0.1185305,0,0,27,0,1
138.0,69,61,19,0.09090909,0.09090909,0.039657958,0.039657958,0.0400543212890625,1444,0.08341035,0.08341035,0,0,19,0,1
138.0,114,117,17,0.08133971,0.32535884,0.08319862,0.40700397,0.0840301513671875,1649,0.09525185,0.3810074,17,0,0,0,1
138.0,79,65,20,0.09569378,0.09569378,0.011829403,0.011829403,0.0119476318359375,1520,0.08780037,0.08780037,0,0,20,0,1
138.0,113,79,20,0.09569378,0.14832535,0.032632835,0.106887646,0.032958984375,1520,0.08780037,0.13609058,0,0,20,0,1
138.0,59,117,29,0.13875598,0.32535884,0.08612953,0.40700397,0.0869903564453125,2813,0.16248845,0.3810074,29,0,0,0,1
138.0,110,98,14,0.066985644,0.066985644,0.11685879,0.11685879,0.1180267333984375,1064,0.06146026,0.06146026,0,0,14,0,1
138.0,58,117,22,0.10526316,0.32535884,0.23767582,0.40700397,0.24005126953125,2134,0.1232671,0.3810074,22,0,0,0,1
138.0,97,109,22,0.10526316,0.10526316,0.061398074,0.061398074,0.06201171875,1672,0.09658041,0.09658041,0,0,22,0,1
138.0,63,79,11,0.05263158,0.14832535,0.07425481,0.106887646,0.0749969482421875,836,0.048290204,0.13609058,0,0,11,0,1
138.0,71,112,6,0.028708134,0.028708134,0.022767445,0.022767445,0.0229949951171875,456,0.02634011,0.02634011,0,0,6,0,1
138.0,73,100,2,0.009569378,0.009569378,0.0009820067,0.0009820067,0.0009918212890625,152,0.008780037,0.008780037,0,0,2,0,1
139.0,63,79,28,0.12556054,0.18834081,0.038962226,0.09492089,0.03900146484375,2128,0.12120522,0.18180783,0,0,28,0,1
139.0,58,117,8,0.17040358,0.13004485,0.3326118,0.22477973,0.11700439453125,776,0.17406163,0.160221,8,0,0,0,1
139.0,73,100,36,0.16143498,0.16143498,0.18083291,0.18083291,0.1810150146484375,2736,0.15583529,0.15583529,0,0,36,0,1
139.0,97,109,16,0.07174888,0.07174888,0.11290814,0.11290814,0.1130218505859375,1216,0.06926013,0.06926013,0,0,16,0,1
139.0,71,112,32,0.14349777,0.14349777,0.042940766,0.042940766,0.0429840087890625,2432,0.13852026,0.13852026,0,0,32,0,1
139.0,72,98,38,0.17040358,0.17040358,0.12789245,0.12789245,0.128021240234375,2888,0.1644928,0.1644928,0,0,38,0,1
139.0,58,85,30,0.17040358,0.13452914,0.3326118,0.21572512,0.2159423828125,2280,0.17406163,0.12986273,0,0,30,0,1
139.0,94,117,15,0.06726457,0.13004485,0.058946375,0.22477973,0.0590057373046875,1455,0.08287293,0.160221,15,0,0,0,1
